id,date,delta,avg
1349,05/01/1962,-0.047,0.015
1350,06/01/1962,-0.052,0.015
1351,07/01/1962,0.018,0.015
1352,08/01/1962,-0.005,0.015
1353,09/01/1962,-0.017,0.015
1354,10/01/1962,0.042,0.015
1355,11/01/1962,0.01,0.015
1356,12/01/1962,-0.012,0.015
1357,01/01/1963,-0.045,0.048
1358,02/01/1963,0.148,0.048
1359,03/01/1963,-0.147,0.048
1360,04/01/1963,-0.069,0.048
1361,05/01/1963,-0.022,0.048
1362,06/01/1963,-0.033,0.048
1363,07/01/1963,0.111,0.048
1364,08/01/1963,0.126,0.048
1365,09/01/1963,0.127,0.048
1366,10/01/1963,0.225,0.048
1367,11/01/1963,0.164,0.048
1368,12/01/1963,-0.006,0.048
1369,01/01/1964,-0.053,-0.222
1370,02/01/1964,-0.127,-0.222
1371,03/01/1964,-0.278,-0.222
1372,04/01/1964,-0.246,-0.222
1373,05/01/1964,-0.177,-0.222
1374,06/01/1964,-0.161,-0.222
1375,07/01/1964,-0.172,-0.222
1376,08/01/1964,-0.256,-0.222
1377,09/01/1964,-0.282,-0.222
1378,10/01/1964,-0.267,-0.222
1379,11/01/1964,-0.295,-0.222
1380,12/01/1964,-0.353,-0.222
1381,01/01/1965,-0.106,-0.141
1382,02/01/1965,-0.249,-0.141
1383,03/01/1965,-0.218,-0.141
1384,04/01/1965,-0.255,-0.141
1385,05/01/1965,-0.162,-0.141
1386,06/01/1965,-0.11,-0.141
1387,07/01/1965,-0.183,-0.141
1388,08/01/1965,-0.106,-0.141
1389,09/01/1965,-0.088,-0.141
1390,10/01/1965,-0.024,-0.141
1391,11/01/1965,-0.13,-0.141
1392,12/01/1965,-0.065,-0.141
1393,01/01/1966,-0.094,-0.069
1394,02/01/1966,-0.093,-0.069
1395,03/01/1966,-0.067,-0.069
1396,04/01/1966,-0.105,-0.069
1397,05/01/1966,-0.138,-0.069
1398,06/01/1966,0.038,-0.069
1399,07/01/1966,0.03,-0.069
1400,08/01/1966,-0.017,-0.069
1401,09/01/1966,-0.038,-0.069
1402,10/01/1966,-0.104,-0.069
1403,11/01/1966,-0.095,-0.069
1404,12/01/1966,-0.14,-0.069
1405,01/01/1967,-0.172,-0.074
1406,02/01/1967,-0.237,-0.074
1407,03/01/1967,-0.05,-0.074
1408,04/01/1967,-0.063,-0.074
1409,05/01/1967,0.076,-0.074
1410,06/01/1967,-0.081,-0.074
1411,07/01/1967,-0.063,-0.074
1412,08/01/1967,-0.061,-0.074
1413,09/01/1967,-0.093,-0.074
1414,10/01/1967,0.062,-0.074
1415,11/01/1967,-0.059,-0.074
1416,12/01/1967,-0.147,-0.074
1417,01/01/1968,-0.241,-0.113
1418,02/01/1968,-0.212,-0.113
1419,03/01/1968,0.036,-0.113
1420,04/01/1968,-0.169,-0.113
1421,05/01/1968,-0.218,-0.113
1422,06/01/1968,-0.107,-0.113
1423,07/01/1968,-0.102,-0.113
1424,08/01/1968,-0.059,-0.113
1425,09/01/1968,-0.086,-0.113
1426,10/01/1968,-0.021,-0.113
1427,11/01/1968,-0.071,-0.113
1428,12/01/1968,-0.11,-0.113
1429,01/01/1969,-0.172,0.032
1430,02/01/1969,-0.168,0.032
1431,03/01/1969,-0.005,0.032
1432,04/01/1969,0.106,0.032
1433,05/01/1969,0.132,0.032
1434,06/01/1969,0.025,0.032
1435,07/01/1969,0.038,0.032
1436,08/01/1969,0.054,0.032
1437,09/01/1969,0.019,0.032
1438,10/01/1969,0.031,0.032
1439,11/01/1969,0.131,0.032
1440,12/01/1969,0.194,0.032
1441,01/01/1970,0.07,-0.027
1442,02/01/1970,0.144,-0.027
1443,03/01/1970,-0.069,-0.027
1444,04/01/1970,0.056,-0.027
1445,05/01/1970,-0.036,-0.027
1446,06/01/1970,-0.015,-0.027
1447,07/01/1970,-0.05,-0.027
1448,08/01/1970,-0.093,-0.027
1449,09/01/1970,-0.04,-0.027
1450,10/01/1970,-0.075,-0.027
1451,11/01/1970,-0.05,-0.027
1452,12/01/1970,-0.166,-0.027
1453,01/01/1971,-0.102,-0.186
1454,02/01/1971,-0.289,-0.186
1455,03/01/1971,-0.282,-0.186
1456,04/01/1971,-0.237,-0.186
1457,05/01/1971,-0.214,-0.186
1458,06/01/1971,-0.235,-0.186
1459,07/01/1971,-0.13,-0.186
1460,08/01/1971,-0.168,-0.186
1461,09/01/1971,-0.124,-0.186
1462,10/01/1971,-0.165,-0.186
1463,11/01/1971,-0.086,-0.186
1464,12/01/1971,-0.199,-0.186
1465,01/01/1972,-0.379,-0.066
1466,02/01/1972,-0.291,-0.066
1467,03/01/1972,-0.132,-0.066
1468,04/01/1972,-0.077,-0.066
1469,05/01/1972,-0.065,-0.066
1470,06/01/1972,0.008,-0.066
1471,07/01/1972,-0.017,-0.066
1472,08/01/1972,0.016,-0.066
1473,09/01/1972,-0.053,-0.066
1474,10/01/1972,0.007,-0.066
1475,11/01/1972,0.002,-0.066
1476,12/01/1972,0.187,-0.066
1477,01/01/1973,0.147,0.062
1478,02/01/1973,0.278,0.062
1479,03/01/1973,0.226,0.062
1480,04/01/1973,0.162,0.062
1481,05/01/1973,0.085,0.062
1482,06/01/1973,0.11,0.062
1483,07/01/1973,0.026,0.062
1484,08/01/1973,0.017,0.062
1485,09/01/1973,-0.042,0.062
1486,10/01/1973,-0.047,0.062
1487,11/01/1973,-0.099,0.062
1488,12/01/1973,-0.113,0.062
1489,01/01/1974,-0.372,-0.213
1490,02/01/1974,-0.41,-0.213
1491,03/01/1974,-0.229,-0.213
1492,04/01/1974,-0.18,-0.213
1493,05/01/1974,-0.196,-0.213
1494,06/01/1974,-0.153,-0.213
1495,07/01/1974,-0.127,-0.213
1496,08/01/1974,-0.083,-0.213
1497,09/01/1974,-0.129,-0.213
1498,10/01/1974,-0.22,-0.213
1499,11/01/1974,-0.217,-0.213
1500,12/01/1974,-0.242,-0.213
1501,01/01/1975,-0.075,-0.149
1502,02/01/1975,-0.093,-0.149
1503,03/01/1975,-0.077,-0.149
1504,04/01/1975,-0.09,-0.149
1505,05/01/1975,-0.086,-0.149
1506,06/01/1975,-0.086,-0.149
1507,07/01/1975,-0.11,-0.149
1508,08/01/1975,-0.18,-0.149
1509,09/01/1975,-0.126,-0.149
1510,10/01/1975,-0.234,-0.149
1511,11/01/1975,-0.319,-0.149
1512,12/01/1975,-0.309,-0.149
1513,01/01/1976,-0.233,-0.242
1514,02/01/1976,-0.329,-0.242
1515,03/01/1976,-0.445,-0.242
1516,04/01/1976,-0.195,-0.242
1517,05/01/1976,-0.317,-0.242
1518,06/01/1976,-0.25,-0.242
1519,07/01/1976,-0.182,-0.242
1520,08/01/1976,-0.202,-0.242
1521,09/01/1976,-0.162,-0.242
1522,10/01/1976,-0.316,-0.242
1523,11/01/1976,-0.18,-0.242
1524,12/01/1976,-0.087,-0.242
1525,01/01/1977,-0.074,0.047
1526,02/01/1977,0.077,0.047
1527,03/01/1977,0.102,0.047
1528,04/01/1977,0.094,0.047
1529,05/01/1977,0.072,0.047
1530,06/01/1977,0.112,0.047
1531,07/01/1977,0.065,0.047
1532,08/01/1977,-0.001,0.047
1533,09/01/1977,0.033,0.047
1534,10/01/1977,-0.005,0.047
1535,11/01/1977,0.141,0.047
1536,12/01/1977,-0.051,0.047
1537,01/01/1978,0.017,-0.062
1538,02/01/1978,-0.035,-0.062
1539,03/01/1978,0.028,-0.062
1540,04/01/1978,-0.061,-0.062
1541,05/01/1978,-0.085,-0.062
1542,06/01/1978,-0.135,-0.062
1543,07/01/1978,-0.066,-0.062
1544,08/01/1978,-0.185,-0.062
1545,09/01/1978,-0.054,-0.062
1546,10/01/1978,-0.112,-0.062
1547,11/01/1978,0.046,-0.062
1548,12/01/1978,-0.098,-0.062
1549,01/01/1979,-0.029,0.057
1550,02/01/1979,-0.138,0.057
1551,03/01/1979,0.016,0.057
1552,04/01/1979,-0.05,0.057
1553,05/01/1979,-0.033,0.057
1554,06/01/1979,0.058,0.057
1555,07/01/1979,0.054,0.057
1556,08/01/1979,0.083,0.057
1557,09/01/1979,0.092,0.057
1558,10/01/1979,0.135,0.057
1559,11/01/1979,0.146,0.057
1560,12/01/1979,0.355,0.057
1561,01/01/1980,0.134,0.092
1562,02/01/1980,0.217,0.092
1563,03/01/1980,0.069,0.092
1564,04/01/1980,0.144,0.092
1565,05/01/1980,0.142,0.092
1566,06/01/1980,0.07,0.092
1567,07/01/1980,0.061,0.092
1568,08/01/1980,0.038,0.092
1569,09/01/1980,0.039,0.092
1570,10/01/1980,0.011,0.092
1571,11/01/1980,0.129,0.092
1572,12/01/1980,0.055,0.092
1573,01/01/1981,0.329,0.14
1574,02/01/1981,0.197,0.14
1575,03/01/1981,0.208,0.14
1576,04/01/1981,0.131,0.14
1577,05/01/1981,0.066,0.14
1578,06/01/1981,0.125,0.14
1579,07/01/1981,0.089,0.14
1580,08/01/1981,0.121,0.14
1581,09/01/1981,0.072,0.14
1582,10/01/1981,0.004,0.14
1583,11/01/1981,0.072,0.14
1584,12/01/1981,0.265,0.14
1585,01/01/1982,-0.045,0.012
1586,02/01/1982,0.006,0.012
1587,03/01/1982,-0.129,0.012
1588,04/01/1982,0.029,0.012
1589,05/01/1982,0.04,0.012
1590,06/01/1982,-0.055,0.012
1591,07/01/1982,-0.016,0.012
1592,08/01/1982,-0.009,0.012
1593,09/01/1982,0.075,0.012
1594,10/01/1982,0.006,0.012
1595,11/01/1982,-0.009,0.012
1596,12/01/1982,0.25,0.012
1597,01/01/1983,0.428,0.194
1598,02/01/1983,0.313,0.194
1599,03/01/1983,0.213,0.194
1600,04/01/1983,0.12,0.194
1601,05/01/1983,0.137,0.194
1602,06/01/1983,0.134,0.194
1603,07/01/1983,0.152,0.194
1604,08/01/1983,0.2,0.194
1605,09/01/1983,0.188,0.194
1606,10/01/1983,0.099,0.194
1607,11/01/1983,0.256,0.194
1608,12/01/1983,0.089,0.194
1609,01/01/1984,0.118,-0.014
1610,02/01/1984,0.013,-0.014
1611,03/01/1984,0.049,-0.014
1612,04/01/1984,-0.046,-0.014
1613,05/01/1984,0.092,-0.014
1614,06/01/1984,-0.015,-0.014
1615,07/01/1984,-0.037,-0.014
1616,08/01/1984,0.041,-0.014
1617,09/01/1984,0.033,-0.014
1618,10/01/1984,-0.022,-0.014
1619,11/01/1984,-0.121,-0.014
1620,12/01/1984,-0.274,-0.014
1621,01/01/1985,0.011,-0.03
1622,02/01/1985,-0.133,-0.03
1623,03/01/1985,-0.026,-0.03
1624,04/01/1985,-0.04,-0.03
1625,05/01/1985,-0.003,-0.03
1626,06/01/1985,-0.061,-0.03
1627,07/01/1985,-0.06,-0.03
1628,08/01/1985,0.026,-0.03
1629,09/01/1985,-0.032,-0.03
1630,10/01/1985,0.018,-0.03
1631,11/01/1985,-0.072,-0.03
1632,12/01/1985,0.014,-0.03
1633,01/01/1986,0.124,0.045
1634,02/01/1986,0.09,0.045
1635,03/01/1986,0.075,0.045
1636,04/01/1986,0.078,0.045
1637,05/01/1986,0.045,0.045
1638,06/01/1986,0.049,0.045
1639,07/01/1986,-0.002,0.045
1640,08/01/1986,0.002,0.045
1641,09/01/1986,0.011,0.045
1642,10/01/1986,0.066,0.045
1643,11/01/1986,-0.007,0.045
1644,12/01/1986,0.01,0.045
1645,01/01/1987,0.112,0.192
1646,02/01/1987,0.302,0.192
1647,03/01/1987,0.022,0.192
1648,04/01/1987,0.095,0.192
1649,05/01/1987,0.148,0.192
1650,06/01/1987,0.127,0.192
1651,07/01/1987,0.269,0.192
1652,08/01/1987,0.237,0.192
1653,09/01/1987,0.274,0.192
1654,10/01/1987,0.204,0.192
1655,11/01/1987,0.197,0.192
1656,12/01/1987,0.322,0.192
1657,01/01/1988,0.388,0.199
1658,02/01/1988,0.233,0.199
1659,03/01/1988,0.262,0.199
1660,04/01/1988,0.225,0.199
1661,05/01/1988,0.211,0.199
1662,06/01/1988,0.221,0.199
1663,07/01/1988,0.173,0.199
1664,08/01/1988,0.176,0.199
1665,09/01/1988,0.183,0.199
1666,10/01/1988,0.139,0.199
1667,11/01/1988,0.027,0.199
1668,12/01/1988,0.146,0.199
1669,01/01/1989,0.012,0.118
1670,02/01/1989,0.149,0.118
1671,03/01/1989,0.136,0.118
1672,04/01/1989,0.081,0.118
1673,05/01/1989,0.079,0.118
1674,06/01/1989,0.074,0.118
1675,07/01/1989,0.156,0.118
1676,08/01/1989,0.177,0.118
1677,09/01/1989,0.142,0.118
1678,10/01/1989,0.151,0.118
1679,11/01/1989,0.06,0.118
1680,12/01/1989,0.201,0.118
1681,01/01/1990,0.217,0.297
1682,02/01/1990,0.307,0.297
1683,03/01/1990,0.562,0.297
1684,04/01/1990,0.366,0.297
1685,05/01/1990,0.278,0.297
1686,06/01/1990,0.277,0.297
1687,07/01/1990,0.231,0.297
1688,08/01/1990,0.25,0.297
1689,09/01/1990,0.178,0.297
1690,10/01/1990,0.332,0.297
1691,11/01/1990,0.318,0.297
1692,12/01/1990,0.248,0.297
1693,01/01/1991,0.288,0.255
1694,02/01/1991,0.298,0.255
1695,03/01/1991,0.198,0.255
1696,04/01/1991,0.383,0.255
1697,05/01/1991,0.303,0.255
1698,06/01/1991,0.306,0.255
1699,07/01/1991,0.307,0.255
1700,08/01/1991,0.258,0.255
1701,09/01/1991,0.243,0.255
1702,10/01/1991,0.191,0.255
1703,11/01/1991,0.16,0.255
1704,12/01/1991,0.12,0.255
1705,01/01/1992,0.367,0.105
1706,02/01/1992,0.319,0.105
1707,03/01/1992,0.258,0.105
1708,04/01/1992,0.137,0.105
1709,05/01/1992,0.173,0.105
1710,06/01/1992,0.13,0.105
1711,07/01/1992,-0.016,0.105
1712,08/01/1992,0.007,0.105
1713,09/01/1992,-0.064,0.105
1714,10/01/1992,-0.048,0.105
1715,11/01/1992,-0.084,0.105
1716,12/01/1992,0.082,0.105
1717,01/01/1993,0.307,0.149
1718,02/01/1993,0.253,0.149
1719,03/01/1993,0.239,0.149
1720,04/01/1993,0.131,0.149
1721,05/01/1993,0.178,0.149
1722,06/01/1993,0.179,0.149
1723,07/01/1993,0.131,0.149
1724,08/01/1993,0.097,0.149
1725,09/01/1993,0.07,0.149
1726,10/01/1993,0.109,0.149
1727,11/01/1993,-0.036,0.149
1728,12/01/1993,0.129,0.149
1729,01/01/1994,0.182,0.209
1730,02/01/1994,-0.048,0.209
1731,03/01/1994,0.222,0.209
1732,04/01/1994,0.21,0.209
1733,05/01/1994,0.268,0.209
1734,06/01/1994,0.262,0.209
1735,07/01/1994,0.17,0.209
1736,08/01/1994,0.186,0.209
1737,09/01/1994,0.19,0.209
1738,10/01/1994,0.311,0.209
1739,11/01/1994,0.314,0.209
1740,12/01/1994,0.246,0.209
1741,01/01/1995,0.421,0.325
1742,02/01/1995,0.601,0.325
1743,03/01/1995,0.322,0.325
1744,04/01/1995,0.285,0.325
1745,05/01/1995,0.218,0.325
1746,06/01/1995,0.312,0.325
1747,07/01/1995,0.331,0.325
1748,08/01/1995,0.357,0.325
1749,09/01/1995,0.263,0.325
1750,10/01/1995,0.336,0.325
1751,11/01/1995,0.324,0.325
1752,12/01/1995,0.132,0.325
1753,01/01/1996,0.116,0.182
1754,02/01/1996,0.323,0.182
1755,03/01/1996,0.186,0.182
1756,04/01/1996,0.13,0.182
1757,05/01/1996,0.224,0.182
1758,06/01/1996,0.168,0.182
1759,07/01/1996,0.221,0.182
1760,08/01/1996,0.207,0.182
1761,09/01/1996,0.104,0.182
1762,10/01/1996,0.132,0.182
1763,11/01/1996,0.146,0.182
1764,12/01/1996,0.232,0.182
1765,01/01/1997,0.211,0.39
1766,02/01/1997,0.313,0.39
1767,03/01/1997,0.344,0.39
1768,04/01/1997,0.266,0.39
1769,05/01/1997,0.286,0.39
1770,06/01/1997,0.411,0.39
1771,07/01/1997,0.373,0.39
1772,08/01/1997,0.44,0.39
1773,09/01/1997,0.479,0.39
1774,10/01/1997,0.558,0.39
1775,11/01/1997,0.501,0.39
1776,12/01/1997,0.503,0.39
1777,01/01/1998,0.489,0.54
1778,02/01/1998,0.763,0.54
1779,03/01/1998,0.549,0.54
1780,04/01/1998,0.65,0.54
1781,05/01/1998,0.582,0.54
1782,06/01/1998,0.591,0.54
1783,07/01/1998,0.673,0.54
1784,08/01/1998,0.605,0.54
1785,09/01/1998,0.4,0.54
1786,10/01/1998,0.407,0.54
1787,11/01/1998,0.298,0.54
1788,12/01/1998,0.472,0.54
1789,01/01/1999,0.347,0.307
1790,02/01/1999,0.583,0.307
1791,03/01/1999,0.226,0.307
1792,04/01/1999,0.324,0.307
1793,05/01/1999,0.245,0.307
1794,06/01/1999,0.273,0.307
1795,07/01/1999,0.288,0.307
1796,08/01/1999,0.228,0.307
1797,09/01/1999,0.305,0.307
1798,10/01/1999,0.253,0.307
1799,11/01/1999,0.241,0.307
1800,12/01/1999,0.37,0.307
1801,01/01/2000,0.224,0.296
1802,02/01/2000,0.449,0.296
1803,03/01/2000,0.382,0.296
1804,04/01/2000,0.479,0.296
1805,05/01/2000,0.279,0.296
1806,06/01/2000,0.27,0.296
1807,07/01/2000,0.261,0.296
1808,08/01/2000,0.353,0.296
1809,09/01/2000,0.312,0.296
1810,10/01/2000,0.225,0.296
1811,11/01/2000,0.16,0.296
1812,12/01/2000,0.157,0.296
1813,01/01/2001,0.357,0.442
1814,02/01/2001,0.319,0.442
1815,03/01/2001,0.51,0.442
1816,04/01/2001,0.462,0.442
1817,05/01/2001,0.418,0.442
1818,06/01/2001,0.419,0.442
1819,07/01/2001,0.464,0.442
1820,08/01/2001,0.505,0.442
1821,09/01/2001,0.431,0.442
1822,10/01/2001,0.421,0.442
1823,11/01/2001,0.613,0.442
1824,12/01/2001,0.383,0.442
1825,01/01/2002,0.654,0.498
1826,02/01/2002,0.703,0.498
1827,03/01/2002,0.701,0.498
1828,04/01/2002,0.46,0.498
1829,05/01/2002,0.427,0.498
1830,06/01/2002,0.471,0.498
1831,07/01/2002,0.491,0.498
1832,08/01/2002,0.453,0.498
1833,09/01/2002,0.424,0.498
1834,10/01/2002,0.411,0.498
1835,11/01/2002,0.45,0.498
1836,12/01/2002,0.325,0.498
1837,01/01/2003,0.6,0.508
1838,02/01/2003,0.459,0.508
1839,03/01/2003,0.45,0.508
1840,04/01/2003,0.437,0.508
1841,05/01/2003,0.473,0.508
1842,06/01/2003,0.454,0.508
1843,07/01/2003,0.475,0.508
1844,08/01/2003,0.549,0.508
1845,09/01/2003,0.536,0.508
1846,10/01/2003,0.612,0.508
1847,11/01/2003,0.457,0.508
1848,12/01/2003,0.589,0.508
1849,01/01/2004,0.507,0.448
1850,02/01/2004,0.613,0.448
1851,03/01/2004,0.532,0.448
1852,04/01/2004,0.477,0.448
1853,05/01/2004,0.311,0.448
1854,06/01/2004,0.322,0.448
1855,07/01/2004,0.359,0.448
1856,08/01/2004,0.394,0.448
1857,09/01/2004,0.438,0.448
1858,10/01/2004,0.464,0.448
1859,11/01/2004,0.604,0.448
1860,12/01/2004,0.355,0.448
1861,01/01/2005,0.549,0.546
1862,02/01/2005,0.396,0.546
1863,03/01/2005,0.565,0.546
1864,04/01/2005,0.611,0.546
1865,05/01/2005,0.518,0.546
1866,06/01/2005,0.552,0.546
1867,07/01/2005,0.547,0.546
1868,08/01/2005,0.538,0.546
1869,09/01/2005,0.574,0.546
1870,10/01/2005,0.614,0.546
1871,11/01/2005,0.627,0.546
1872,12/01/2005,0.462,0.546
1873,01/01/2006,0.383,0.506
1874,02/01/2006,0.571,0.506
1875,03/01/2006,0.461,0.506
1876,04/01/2006,0.407,0.506
1877,05/01/2006,0.405,0.506
1878,06/01/2006,0.518,0.506
1879,07/01/2006,0.486,0.506
1880,08/01/2006,0.535,0.506
1881,09/01/2006,0.503,0.506
1882,10/01/2006,0.569,0.506
1883,11/01/2006,0.54,0.506
1884,12/01/2006,0.691,0.506
1885,01/01/2007,0.828,0.492
1886,02/01/2007,0.567,0.492
1887,03/01/2007,0.517,0.492
1888,04/01/2007,0.587,0.492
1889,05/01/2007,0.448,0.492
1890,06/01/2007,0.42,0.492
1891,07/01/2007,0.439,0.492
1892,08/01/2007,0.44,0.492
1893,09/01/2007,0.455,0.492
1894,10/01/2007,0.467,0.492
1895,11/01/2007,0.391,0.492
1896,12/01/2007,0.341,0.492
1897,01/01/2008,0.158,0.395
1898,02/01/2008,0.235,0.395
1899,03/01/2008,0.559,0.395
1900,04/01/2008,0.327,0.395
1901,05/01/2008,0.34,0.395
1902,06/01/2008,0.365,0.395
1903,07/01/2008,0.451,0.395
1904,08/01/2008,0.432,0.395
1905,09/01/2008,0.407,0.395
1906,10/01/2008,0.546,0.395
1907,11/01/2008,0.526,0.395
1908,12/01/2008,0.395,0.395
1909,01/01/2009,0.478,0.505
1910,02/01/2009,0.443,0.505
1911,03/01/2009,0.404,0.505
1912,04/01/2009,0.511,0.505
1913,05/01/2009,0.441,0.505
1914,06/01/2009,0.546,0.505
1915,07/01/2009,0.536,0.505
1916,08/01/2009,0.586,0.505
1917,09/01/2009,0.567,0.505
1918,10/01/2009,0.516,0.505
1919,11/01/2009,0.55,0.505
1920,12/01/2009,0.484,0.505
1921,01/01/2010,0.56,0.56
1922,02/01/2010,0.592,0.56
1923,03/01/2010,0.682,0.56
1924,04/01/2010,0.689,0.56
1925,05/01/2010,0.592,0.56
1926,06/01/2010,0.585,0.56
1927,07/01/2010,0.615,0.56
1928,08/01/2010,0.539,0.56
1929,09/01/2010,0.448,0.56
1930,10/01/2010,0.497,0.56
1931,11/01/2010,0.592,0.56
1932,12/01/2010,0.334,0.56
1933,01/01/2011,0.315,0.425
1934,02/01/2011,0.324,0.425
1935,03/01/2011,0.42,0.425
1936,04/01/2011,0.491,0.425
1937,05/01/2011,0.393,0.425
1938,06/01/2011,0.494,0.425
1939,07/01/2011,0.511,0.425
1940,08/01/2011,0.491,0.425
1941,09/01/2011,0.446,0.425
1942,10/01/2011,0.458,0.425
1943,11/01/2011,0.353,0.425
1944,12/01/2011,0.402,0.425
1945,01/01/2012,0.31,0.471
1946,02/01/2012,0.301,0.471
1947,03/01/2012,0.36,0.471
1948,04/01/2012,0.574,0.471
1949,05/01/2012,0.573,0.471
1950,06/01/2012,0.556,0.471
1951,07/01/2012,0.507,0.471
1952,08/01/2012,0.536,0.471
1953,09/01/2012,0.556,0.471
1954,10/01/2012,0.556,0.471
1955,11/01/2012,0.55,0.471
1956,12/01/2012,0.271,0.471
1957,01/01/2013,0.471,0.515
1958,02/01/2013,0.498,0.515
1959,03/01/2013,0.421,0.515
1960,04/01/2013,0.45,0.515
1961,05/01/2013,0.525,0.515
1962,06/01/2013,0.501,0.515
1963,07/01/2013,0.518,0.515
1964,08/01/2013,0.541,0.515
1965,09/01/2013,0.546,0.515
1966,10/01/2013,0.516,0.515
1967,11/01/2013,0.66,0.515
1968,12/01/2013,0.532,0.515
1969,01/01/2014,0.534,0.58
1970,02/01/2014,0.327,0.58
1971,03/01/2014,0.584,0.58
1972,04/01/2014,0.667,0.58
1973,05/01/2014,0.608,0.58
1974,06/01/2014,0.625,0.58
1975,07/01/2014,0.544,0.58
1976,08/01/2014,0.677,0.58
1977,09/01/2014,0.601,0.58
1978,10/01/2014,0.635,0.58
1979,11/01/2014,0.504,0.58
1980,12/01/2014,0.655,0.58
1981,01/01/2015,0.705,0.764
1982,02/01/2015,0.689,0.764
1983,03/01/2015,0.708,0.764
1984,04/01/2015,0.673,0.764
1985,05/01/2015,0.711,0.764
1986,06/01/2015,0.743,0.764
1987,07/01/2015,0.697,0.764
1988,08/01/2015,0.74,0.764
1989,09/01/2015,0.796,0.764
1990,10/01/2015,0.845,0.764
1991,11/01/2015,0.84,0.764
1992,12/01/2015,1.024,0.764
1993,01/01/2016,0.934,0.798
1994,02/01/2016,1.111,0.798
1995,03/01/2016,1.106,0.798
1996,04/01/2016,0.937,0.798
1997,05/01/2016,0.707,0.798
1998,06/01/2016,0.744,0.798
1999,07/01/2016,0.744,0.798
2000,08/01/2016,0.79,0.798
2001,09/01/2016,0.729,0.798
2002,10/01/2016,0.598,0.798
2003,11/01/2016,0.553,0.798
2004,12/01/2016,0.62,0.798
2005,01/01/2017,0.739,0.678
2006,02/01/2017,0.845,0.678
2007,03/01/2017,0.873,0.678
2008,04/01/2017,0.737,0.678
2009,05/01/2017,0.659,0.678
2010,06/01/2017,0.641,0.678
2011,07/01/2017,0.651,0.678
2012,08/01/2017,0.714,0.678
2013,09/01/2017,0.557,0.678
2014,10/01/2017,0.571,0.678
2015,11/01/2017,0.554,0.678
2016,12/01/2017,0.6,0.678
2017,01/01/2018,0.554,0.597
2018,02/01/2018,0.528,0.597
2019,03/01/2018,0.615,0.597
2020,04/01/2018,0.627,0.597
2021,05/01/2018,0.587,0.597
2022,06/01/2018,0.573,0.597
2023,07/01/2018,0.594,0.597
2024,08/01/2018,0.586,0.597
2025,09/01/2018,0.598,0.597
2026,10/01/2018,0.678,0.597
2027,11/01/2018,0.59,0.597
2028,12/01/2018,0.638,0.597
2029,01/01/2019,0.738,0.732
2030,02/01/2019,0.662,0.732
2031,03/01/2019,0.874,0.732
2032,04/01/2019,0.78,0.732
2033,05/01/2019,0.608,0.732
